 -0.4000000000000000E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3919191919191919E+02  0.1278579408193693E-65  0.0000000000000000E+00
 -0.3838383838383838E+02  0.6003583034807668E-60  0.0000000000000000E+00
 -0.3757575757575758E+02  0.7629372785792205E-55  0.0000000000000000E+00
 -0.3676767676767677E+02  0.2617134901797745E-50  0.0000000000000000E+00
 -0.3595959595959596E+02  0.2399764762227246E-46  0.0000000000000000E+00
 -0.3515151515151515E+02  0.5662039419572770E-43  0.0000000000000000E+00
 -0.3434343434343435E+02  0.2888263442724019E-40  0.0000000000000000E+00
 -0.3353535353535354E+02 -0.3865842265932555E-39  0.0000000000000000E+00
 -0.3272727272727273E+02 -0.4416718937246971E-36  0.0000000000000000E+00
 -0.3191919191919192E+02  0.4477597432043772E-34  0.0000000000000000E+00
 -0.3111111111111111E+02 -0.1825972381245021E-32  0.0000000000000000E+00
 -0.3030303030303030E+02  0.6940582515880983E-32  0.0000000000000000E+00
 -0.2949494949494949E+02  0.3263432228556061E-29  0.0000000000000000E+00
 -0.2868686868686869E+02 -0.2081285144819912E-27  0.0000000000000000E+00
 -0.2787878787878788E+02  0.7735690811685112E-26  0.0000000000000000E+00
 -0.2707070707070707E+02 -0.2052131780520503E-24  0.0000000000000000E+00
 -0.2626262626262626E+02  0.4104374557707828E-23  0.0000000000000000E+00
 -0.2545454545454545E+02 -0.6183572181419765E-22  0.0000000000000000E+00
 -0.2464646464646465E+02  0.6492253506223232E-21  0.0000000000000000E+00
 -0.2383838383838384E+02 -0.2887795000097677E-20  0.0000000000000000E+00
 -0.2303030303030303E+02 -0.5497430589445003E-19  0.0000000000000000E+00
 -0.2222222222222222E+02  0.1688677188684103E-17  0.0000000000000000E+00
 -0.2141414141414142E+02 -0.2720212922402471E-16  0.0000000000000000E+00
 -0.2060606060606061E+02  0.3230369731443465E-15  0.0000000000000000E+00
 -0.1979797979797980E+02 -0.3051981445316146E-14  0.0000000000000000E+00
 -0.1898989898989899E+02  0.2346534770336132E-13  0.0000000000000000E+00
 -0.1818181818181818E+02 -0.1465139422536395E-12  0.0000000000000000E+00
 -0.1737373737373737E+02  0.7227439947958473E-12  0.0000000000000000E+00
 -0.1656565656565657E+02 -0.2588528544379549E-11  0.0000000000000000E+00
 -0.1575757575757576E+02  0.4624161621412638E-11  0.0000000000000000E+00
 -0.1494949494949495E+02  0.1583582693949848E-10  0.0000000000000000E+00
 -0.1414141414141414E+02 -0.1776109245631295E-09  0.0000000000000000E+00
 -0.1333333333333333E+02  0.8129748080110861E-09  0.0000000000000000E+00
 -0.1252525252525253E+02 -0.2125733937273402E-08  0.0000000000000000E+00
 -0.1171717171717172E+02  0.1689615291322697E-08  0.0000000000000000E+00
 -0.1090909090909091E+02  0.1062816027302926E-07  0.1463320602016041-291
 -0.1010101010101010E+02 -0.4548969918089277E-07  0.1167027839692630-273
 -0.9292929292929294E+01  0.5386438399288393E-07  0.2521384329126549-256
 -0.8484848484848484E+01  0.1534647029913590E-06  0.1475750659044277-239
 -0.7676767676767675E+01 -0.6297336208873401E-06  0.2339930864883066-223
 -0.6868686868686872E+01  0.2857334684631249E-06  0.1005099761264311-207
 -0.6060606060606062E+01  0.2781465079000483E-05  0.1169583996754566-192
 -0.5252525252525253E+01 -0.4869699231571989E-05  0.3686971396178714-178
 -0.4444444444444443E+01 -0.7599277042881395E-05  0.3148648806112481-164
 -0.3636363636363640E+01  0.2695500328724321E-04  0.7284416699642743-151
 -0.2828282828282831E+01  0.1439273836707347E-04  0.4565427424165528-138
 -0.2020202020202021E+01 -0.1089837233792117E-03  0.7751472468045301-126
 -0.1212121212121211E+01 -0.2654472709110580E-04  0.3565357456864794-114
 -0.4040404040404013E+00  0.3753851345831793E-03  0.4442608578093246-103
  0.4040404040404013E+00  0.1221749877611571E-03  0.1499647290814220E-92
  0.1212121212121211E+01 -0.1126720601825021E-02  0.1371375250348117E-82
  0.2020202020202021E+01 -0.7985697380971037E-03  0.3397344525765129E-73
  0.2828282828282831E+01  0.2703127600375310E-02  0.2280021689314971E-64
  0.3636363636363633E+01  0.3883666891086108E-02  0.4145285710415982E-56
  0.4444444444444443E+01 -0.3708689200704632E-02  0.2041672428188585E-48
  0.5252525252525253E+01 -0.1254898315936556E-01  0.2724167215815337E-41
  0.6060606060606062E+01 -0.4403362630663247E-02  0.9846855479468351E-35
  0.6868686868686865E+01  0.2181236661064679E-01  0.9642229615515691E-29
  0.7676767676767675E+01  0.3567835118704193E-01  0.2557840611140744E-23
  0.8484848484848484E+01  0.5539637820950814E-02  0.1838169649737760E-18
  0.9292929292929294E+01 -0.5690066638104944E-01  0.3578605354916018E-14
  0.1010101010101010E+02 -0.9567228039913793E-01  0.1887374692710860E-10
  0.1090909090909091E+02 -0.6071930240391273E-01  0.2696612547556978E-07
  0.1171717171717172E+02  0.4471581520743405E-01  0.1043746610625787E-04
  0.1252525252525253E+02  0.1672868810077688E+00  0.1094429293941932E-02
  0.1333333333333334E+02  0.2476630864938119E+00  0.3108826201105896E-01
  0.1414141414141414E+02  0.2599821413761107E+00  0.2392331075188629E+00
  0.1494949494949495E+02  0.2175285999322821E+00  0.4987262451489113E+00
